name,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
"Symphony No. 3, Op. 36: I. Lento - Sostenuto Tranquillo Ma Cantabile",Henryk Górecki,0AA32fvL7jCfCEyX1tRWRo,0.11,0.124,4,-19.495,0,0.0374,0.554,0.773,0.197,0.0331,93.035,1607333,4,classical
I Drive,Cliff Martinez,4057No5KfVvXZZ8JXdkQTk,0.238,0.0543,0,-26.229,1,0.0402,0.968,0.948,0.0799,0.0352,72.413,123533,3,classical
"Rhapsody On A Theme Of Paganini, Op.43: Variation 18. Andante cantabile",Sergei Rachmaninoff,419qlOGNXoyICx4jO0hqaj,0.205,0.0525,1,-23.841,1,0.0327,0.98,0.906,0.103,0.0511,88.316,174653,4,classical
Don Carlo - Highlights (1986 Digital Remaster): Scena e romanza 'Fontainbleu! Foresta immensa e solitaria' (Carlo),Giuseppe Verdi,0o0pQcnYkgVZqOpysTAzl9,0.189,0.114,0,-23.119,1,0.0565,0.988,0.000786,0.17,0.04,73.602,265760,1,classical
Circles,Benjamin Waldmann,7pDMaPfKcCiBovr98OYb5d,0.618,0.0454,7,-26.528,0,0.0385,0.992,0.948,0.103,0.529,94.506,174355,3,classical
In the Waiting,Chad Lawson,0WzetzBykY3fl41dEJjoYa,0.337,0.0111,0,-27.273,1,0.0456,0.991,0.958,0.0886,0.148,75.69,159208,5,classical
"Chopin / Arr. Liszt: 6 Polish Songs, S. 480: I. Mädchens Wunsch (After Chopin, Op. 74 No. 1)",Franz Liszt,3NmwMJzy7LyHoiS2nTR9y2,0.18,0.0869,7,-29.371,1,0.036,0.983,0.918,0.084,0.194,76.178,183613,4,classical
Spartacus (1968 Bolshoi version) (arr. Y. Grigorovich): Act III: Adagio of Spartacus and Phrygia,Yuri Grigorovich,0J6itzTcqu5pIPFS7fXbzy,0.117,0.0788,6,-21.479,0,0.0392,0.945,0.874,0.105,0.0301,81.932,563693,3,classical
Stars Light Up The Water,Comet Blue,3Jff69kvbsXnRwHnJTOL2A,0.266,0.0363,8,-25.939,1,0.0348,0.989,0.915,0.0957,0.265,171.154,136625,4,classical
The John Dunbar Theme (film version),John Barry,4NzyM0AAmN2ucaBlTXbQQT,0.105,0.0616,3,-28.12,1,0.0458,0.855,0.94,0.112,0.0378,91.718,141549,3,classical
Mary’s Theme,Takatsugu Muramatsu,0zbwFtTdUek8ug8RwVqi2L,0.46,0.456,7,-9.754,1,0.0262,0.947,0.893,0.0915,0.216,99.978,225973,3,classical
Short Ride in a Fast Machine,John Adams,39lN1yTJ5gz5AGypvQcq5D,0.397,0.59,4,-14.264,0,0.12,0.65,0.747,0.323,0.148,151.59,254400,3,classical
By Night,Sophie Hutchings,6BjAF110FvR7r3j7vhmdKW,0.329,0.203,10,-17.049,1,0.0345,0.98,0.908,0.117,0.0422,103.77,329107,3,classical
"Kinder-Symphonie (""Berchtoldsgadener"") C Major",Leopold Mozart,4cvEHaekFILrRlXbsQufIr,0.509,0.23,0,-15.756,1,0.0482,0.855,0.407,0.104,0.542,135.966,184867,4,classical
"2 Romanian Rhapsodies, Op. 11: No. 1 in A Major",George Enescu,7DNoskmAsoXOnrWGYvhXVU,0.215,0.304,9,-15.44,1,0.0405,0.918,0.843,0.101,0.131,82.282,695213,4,classical
"La Grande Duchess de Gerolstein, Acte III (Tableau 2): No 19: Entracte et Galop",Jacques Offenbach,6WpSSfdDrxlC29SYnwRscu,0.479,0.364,2,-21.236,1,0.0458,0.756,0.706,0.0643,0.927,91.595,202627,4,classical
S.A.D.,Dardust,7u8V66KV1rXJtJSR9gCQ0L,0.637,0.329,7,-12.555,0,0.0273,0.95,0.928,0.123,0.187,105.024,201806,4,classical
"Liebestraum No.3 in A Flat Major, S.541",Franz Liszt,2vaPBRffJaH2mKz7Jb20Nl,0.248,0.0278,8,-25.461,1,0.0373,0.989,0.896,0.12,0.0383,67.425,293427,4,classical
"5 Pieces, Op. 75, ""The Trees"": No. 5 Granen (The Spruce)",Jean Sibelius,4fU1mpvaRbTqRXZN6JNlRj,0.369,0.00372,2,-27.547,1,0.0391,0.992,0.858,0.0921,0.064,67.856,218293,4,classical
Hallelujah (Arr. Hodge for Cello and Strings),Leonard Cohen,7q2DehTTvivpurQfe41iCy,0.159,0.0321,9,-22.421,0,0.0565,0.977,0.696,0.0963,0.142,180.407,206520,3,classical
Waltzing on Rooftops and Cobblestones,Austin Wintory,5wc6TcHF6a44wTCKhkzEV3,0.525,0.419,4,-11.405,0,0.0398,0.821,0.651,0.0734,0.608,114.594,291348,3,classical
Solfeggio in C Minor,Carl Philipp Emanuel Bach,1i8Q6oG6v5ogyHnmITPM9D,0.332,0.605,0,-13.316,0,0.0342,0.674,0.943,0.247,0.548,150.179,339453,4,classical
"An der schönen blauen Donau, Op.314",Johann Strauss II,0dzl6bBvsIAfHLlTbBObTW,0.233,0.0252,2,-24.824,1,0.0346,0.975,0.604,0.143,0.0936,94.736,707173,4,classical
Petite suite en 15 images: Berceuse aux etoiles (Lullaby under the Stars),Jacques Ibert,6z5Pd7UoLA6e1AlHYeVzqA,0.409,0.00211,0,-40.486,1,0.0668,0.996,0.941,0.0652,0.547,72.365,104827,4,classical
"Sonata for Violin and Piano No.1 in A, Op.13: III. Allegro vivo",Gabriel Fauré,2FFpAJRckoVMJp2VaKje0X,0.404,0.257,6,-15.123,0,0.0379,0.98,0.244,0.246,0.417,142.312,249613,3,classical
"The Well-Tempered Clavier, Book I: Prelude No. 13 in F-Sharp Major, BWV 858",Johann Sebastian Bach,0nwb7URM8P3bgABl8RcumY,0.313,0.026,6,-36.985,1,0.0445,0.993,0.899,0.163,0.252,69.446,117387,4,classical
Nordic Maiden - Francesco Tristano Auricle Dub,Kristjan Järvi,5DWZdow72VsNDIkZbHBDv0,0.675,0.501,1,-16.283,1,0.0488,0.0775,0.89,0.0768,0.387,124.993,471995,4,classical
Prophecy Theme,TOTO,63XWBP50fCjsP52MLnIpKm,0.192,0.117,2,-23.111,0,0.0472,0.163,0.936,0.114,0.0539,72.655,265693,4,classical
2001 Also Sprach Zarathustra,Deodato,5hXFoe8prMnikdM21Fcgl6,0.609,0.723,5,-9.599,1,0.0459,0.345,0.684,0.115,0.546,101.061,543387,4,classical
Daggers,Martin Phipps,7Hkm8hp3AhX4bEokfsvGhd,0.178,0.317,9,-16.6,0,0.0379,0.549,0.58,0.0739,0.0321,136.4,153320,4,classical
Clair De Lune,David Hazeltine,5oEUDWZ881K3A2HH82ZIQ4,0.357,0.192,1,-20.929,1,0.036,0.898,0.281,0.113,0.334,171.387,460133,4,classical
Orfeo Ed Euridice: Dance Of The Blessed Spirits (Act 2),Christoph Willibald Gluck,6GDuB7BvASYD9JePYvOEX1,0.203,0.0641,5,-27.51,1,0.0529,0.972,0.94,0.101,0.0978,73.105,410160,3,classical
Hope,James Newton Howard,0ByRFYqhIaKQqWXShfoOTw,0.0889,0.00958,9,-35.419,0,0.0454,0.763,0.129,0.0793,0.0556,80.418,150440,4,classical
Main Title,Rachel Portman,1DdyioI2yXhLwR1pn5Hczk,0.18,0.0382,2,-22.028,0,0.0452,0.983,0.0141,0.15,0.0593,69.897,187467,3,classical
"Road Movies, for Violin and Piano / I. Relaxed Groove",John Adams,36tDnRk5zNfW5jPzld8UT5,0.754,0.349,2,-14.519,1,0.058,0.99,0.439,0.144,0.776,106.013,306126,3,classical
China Gates,John Adams,6f4FXkPexn21cOmHd5E4rb,0.253,0.121,3,-30.895,0,0.0397,0.99,0.939,0.105,0.27,160.922,279324,4,classical
Embers,Wilson Trouvé,6RjTKFwiZfTrkBJXmCiNym,0.262,0.00716,7,-32.288,0,0.0382,0.996,0.919,0.111,0.265,160.852,157000,3,classical
"Beethoven: String Quartet No. 11 in F Minor, Op. 95, ""Quartetto serioso"": IV. Larghetto espressivo - Allegretto agitato - Allegro",Ludwig van Beethoven,7GNPRPWAQpfgpSmwIZfTZ9,0.348,0.192,5,-15.074,0,0.0473,0.974,0.0446,0.0844,0.0999,82.705,293456,4,classical
Symphony No. 1 in D Major: IV. Stürmisch bewegt,Gustav Mahler,1DELYxpEkekVchWsazmwU2,0.209,0.0775,1,-21.011,1,0.0384,0.816,0.54,0.321,0.042,105.807,1255933,4,classical
"Violin Concerto No. 4 in D Major, K. 218: III. Rondeau. Andante grazioso - Allegro ma non troppo",Wolfgang Amadeus Mozart,1SPYNl3ni8M7Vod0wtdsla,0.463,0.0717,2,-21.259,1,0.0572,0.924,0.0665,0.0758,0.379,130.72,410587,3,classical
Introduction,Christophe Beck,3PYgUmM7AzwGG6Qfurk0TP,0.376,0.307,2,-13.095,1,0.0351,0.957,0.911,0.131,0.189,79.994,59587,1,classical
"When She Loved Me - From ""Toy Story 2""",Royal Philharmonic Orchestra,6Rz0Ht00jj8yjUeP0ney4I,0.279,0.248,5,-12.9,1,0.0387,0.875,0.000101,0.103,0.132,79.202,181627,5,classical
A Cluster of Stars II,Yoshihiro Kanno,4Xr95NzlQQco00JrQQZ5CV,0.183,0.271,6,-23.342,1,0.0563,0.978,0.919,0.141,0.037,79.193,853200,4,classical
"Le Carnaval des animaux, R. 125: XIII. Le Cygne. Andantino grazioso",Camille Saint-Saëns,6k7EGOApW9jSmwW2t1OXjP,0.0839,0.0237,7,-28.296,1,0.0417,0.992,0.945,0.0797,0.0365,80.27,163030,4,classical
Du cristal,Kaija Saariaho,2SLeGMtM59ZffXtkYNlTHL,0.16,0.202,1,-23.674,1,0.0482,0.279,0.865,0.0549,0.0377,132.215,999707,3,classical
"Mephisto Waltz No. 1, S. 514",Franz Liszt,1dFVnX4mJTnWubAPE8S3OR,0.356,0.152,4,-20.155,1,0.0406,0.981,0.903,0.0807,0.04,132.413,662600,4,classical
"Piano Quintet in E-Flat Major, K. 452: II. Larghetto",Wolfgang Amadeus Mozart,3tksAPm7RFbwHCaWt7NtDU,0.188,0.0246,10,-24.9,1,0.0371,0.995,0.84,0.0944,0.071,83.968,412773,4,classical
3 Small Tone Poems: No. 1. Summer Evening,Frederick Delius,5xSGesrfP1OufW855AZb8x,0.102,0.0449,2,-23.95,1,0.0388,0.972,0.771,0.0646,0.0334,90.459,377200,4,classical
Aurora,Hans Zimmer,3UnISDk1Ev7zesz1PO92rD,0.125,0.117,2,-18.797,0,0.0497,0.976,0.977,0.0571,0.029,77.334,552560,4,classical
"Martynov: ""Come in!"", Movement II",Vladimir Martynov,5uoXz5g0LPDfLbzPQ3SMiK,0.13,0.0557,9,-21.84,1,0.0389,0.915,0.16,0.0757,0.0374,82.388,261133,3,classical
"Beethoven: Piano Sonata No. 8 in C Minor, Op. 13, ""Pathétique"": II. Adagio cantabile",Ludwig van Beethoven,4l5zWNPyET6PqBhxQEyKgt,0.286,0.0028,8,-37.427,1,0.0462,0.995,0.912,0.127,0.123,67.505,324960,4,classical
"Serenade for Strings in E, Op.22: 4. Larghetto",Antonín Dvořák,3o9br9LskOEbwc5irxfHqR,0.0877,0.0763,9,-23.986,1,0.0429,0.645,0.897,0.353,0.0509,78.535,295219,4,classical
Cavatina,Stanley Myers,0Awx7WBZZmo39CM5LA35eu,0.435,0.0214,4,-28.14,1,0.0622,0.992,0.903,0.0724,0.387,82.376,218693,3,classical
"Scythian Suite, Op. 20 - ""Ala and Lolly"": No. 2 The Enemy God And The Dance Of The Spirits Of Darkness",Sergei Prokofiev,6oDbGGZ5xMOALh95PfY0tf,0.542,0.344,0,-18.604,1,0.0365,0.841,0.727,0.585,0.314,117.513,191000,4,classical
Sonata for Violin and Piano in G Minor - I Allegro Vivo,Martha Argerich,5RhMUnAPYM8JSeBS3i5vTK,0.268,0.0881,2,-20.256,0,0.057,0.979,0.172,0.0778,0.0392,81.739,300427,5,classical
Ambro,Olivia Belli,5kU2kYLFu3uNDBlmjvvNxg,0.351,0.0543,7,-32.167,1,0.0357,0.995,0.819,0.0936,0.143,151.135,165848,3,classical
Stairway To Heaven,London Philharmonic Orchestra,3Cd5Fp3CoQHqs3QIldS8pf,0.0895,0.129,9,-20.681,0,0.0408,0.909,0.859,0.0623,0.0377,171.384,642000,3,classical
Genesis,David A. Molina,2tmqbpH32WeXK10SJdcPmP,0.406,0.381,7,-13.617,0,0.0337,0.596,0.963,0.0958,0.0301,159.998,238224,4,classical
"Cello Sonata No. 2 in D Major, Op. 58, MWV Q32: II. Allegretto scherzando",Felix Mendelssohn,0WwzTJ7HfurdWUtvyQkAOz,0.316,0.058,11,-23.956,0,0.0368,0.989,0.887,0.106,0.322,81.657,307760,4,classical
"Valse nonchalante en Ré-Bémol Majeur, Op. 110",Camille Saint-Saëns,1IkOVgd0g26okU5R3INYRx,0.225,0.0422,1,-28.466,1,0.0504,0.995,0.907,0.118,0.0657,68.46,261053,4,classical
"The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo",Antonio Vivaldi,1VIPloT2xEb9KExrtKHNoI,0.249,0.114,0,-24.382,1,0.0553,0.28,0.00957,0.116,0.0833,84.472,108013,4,classical
The Mad Lover Suite: Ground. Aire V,John Eccles,4Uqpgm23gArRAtJZ8gSupH,0.305,0.0525,4,-20.479,0,0.0423,0.936,0.00108,0.214,0.22,169.612,221880,5,classical
"Symphony No. 39 in E-Flat Major, K. 543: IV. Finale. Allegro",Berliner Philharmoniker,11W7nrD4T26Q0p4bXj53Hm,0.345,0.266,3,-18.984,1,0.0373,0.979,0.878,0.424,0.359,139.013,468010,4,classical
Desplat: The Grand Budapest Hotel,Alexandre Desplat,6gjSYqnm7zgaI2Cq2wnlSZ,0.224,0.217,5,-17.5,1,0.0368,0.833,0.893,0.0763,0.225,76.347,248200,4,classical
Ciaccona (I),Christina Pluhar,3QJrYXsAWshnTzzHzapRCz,0.451,0.209,0,-20.641,1,0.0341,0.947,0.63,0.0952,0.549,100.536,232627,3,classical
Fox Tracks - Day 3,Ludovico Einaudi,0jdGv5W4ta82JZCVmUHKn2,0.151,0.079,7,-24.449,1,0.0409,0.958,0.954,0.106,0.0519,74.235,257653,4,classical
Symphony No. 4: Measures 712-End,David Maslanka,3GcIigChGpDn0s8siSqA5a,0.101,0.157,5,-17.57,1,0.0337,0.585,0.815,0.129,0.0373,89.401,490893,4,classical
Concerto IV G major: Allegro,Charles Mouton,7AY9w4wWIAVTAjz2Z85gj3,0.287,0.24,6,-19.915,1,0.0484,0.84,0.196,0.114,0.571,177.203,83227,4,classical
"Het Gruuthuse-Handschrift II. 108: Orlof, Vrauwe, Ende Ic Moet Gaen",Anonymous,1bbxQn4aqgFxIaACB8h1as,0.256,0.001,7,-34.468,0,0.0466,0.995,0.947,0.0848,0.207,71.747,151983,5,classical
"Rachmaninov: Prelude No. 1 in C-Sharp Minor, Op. 3 No. 2, ""The Bells of Moscow""",Sergei Rachmaninoff,73FHnUWDmI526kxaHweWal,0.342,0.0304,1,-20.867,0,0.0487,0.988,0.898,0.0855,0.212,85.482,265480,5,classical
"2 Pieces, Op. posth., B. 188: No. 1. Lullaby in G Major",Antonín Dvořák,36XWhADD7DpCYfe2EYwgWF,0.331,0.0118,7,-29.056,1,0.037,0.994,0.905,0.0762,0.0577,65.591,191760,4,classical
"Bach, JS / Arr Yang: Orchestral Suite No. 3 in D Major, BWV 1068: II. Air (Air on a G string)",Johann Sebastian Bach,7C0LbWtZgDYjmaSuz10AeD,0.317,0.0368,2,-30.112,1,0.0402,0.993,0.925,0.109,0.163,79.358,243947,4,classical
The Lark Ascending,Ralph Vaughan Williams,2TxxLPHPHOsd3i5104tFv2,0.144,0.0641,4,-23.391,0,0.0441,0.913,0.304,0.115,0.0393,90.685,957080,4,classical
Further,Brian Tyler,5SWI7JbAwfTPgs0cuorR7H,0.146,0.285,9,-10.622,0,0.0347,0.0854,0.884,0.109,0.035,89.975,244188,3,classical
The Big Olive,Alan Menken,0tll8bK3dI5vXQSdIf1v8y,0.612,0.326,4,-15.806,1,0.0364,0.861,0.494,0.0706,0.267,118.246,67133,4,classical
"String Quartet No. 14 in G Major, K. 387 ""Spring"": IV. Molto allegro",Wolfgang Amadeus Mozart,33cDISdFeiDrDBGlj57Whx,0.41,0.0964,7,-20.089,1,0.0405,0.923,0.0887,0.33,0.371,149.492,257200,4,classical
Main Title,James Horner,2GNXftnMwqNvGA4QAS38GZ,0.192,0.311,7,-14.495,1,0.0452,0.0933,0.81,0.0995,0.0376,136.122,188240,3,classical
"Brandenburg Concerto No.5 In D Major, BWV 1050: 1. Allegro",Johann Sebastian Bach,1nwR75z9kdenGQpeCj6F6y,0.241,0.193,1,-22.937,1,0.0333,0.921,0.000146,0.119,0.649,99.245,586133,4,classical
Wrestling,Jóhann Jóhannsson,3GHGYVMQcpm5h7xGKpm3y6,0.124,0.0712,10,-24.035,1,0.0418,0.939,0.789,0.0801,0.0407,154.206,168230,3,classical
"Die Walkure: Act III Scene 1: Walkurenritt: Hojotoho! Heiaha! (Gerhilde, Helmwige, Waltraute, Schwertleite, Ortlinde, Siegrune, Grimgerde, Rossweisse)",Richard Wagner,14bfGXGq1tbZc6f6WnqLAD,0.268,0.296,4,-17.576,0,0.0418,0.961,0.104,0.652,0.162,91.062,519587,3,classical
oku,Hideyuki Hashimoto,0dh69TWktsQtq1JWheVpHZ,0.511,0.0393,4,-27.428,1,0.0348,0.993,0.945,0.0997,0.393,70.256,145869,4,classical
"Die tote Stadt (The Dead City), Op. 12: Act I Scene 5: Gluck, das mir verblieb (Marietta, Paul)",Erich Wolfgang Korngold,47xZ59XjNaGgnmWy2X1WUL,0.0925,0.103,10,-24.231,1,0.0435,0.922,0.342,0.17,0.0579,82.612,328160,1,classical
"Chopin: 24 Preludes Op. 28: No. 15 in D-Flat Major, ""Raindrop""",Frédéric Chopin,4q8f3Ls32PcXE8Ks4V1ufx,0.398,0.00293,1,-29.481,1,0.0666,0.995,0.922,0.0897,0.0804,130.464,348333,4,classical
"Scheherazade, Op.35: The Sea and Sinbad's Ship",Nikolai Rimsky-Korsakov,24ZXwPH9sXL5K7Nl1rKI5h,0.152,0.181,4,-12.103,1,0.0388,0.932,0.843,0.22,0.036,96.681,629160,4,classical
For Several Friends: Suite in G Major-minor: I. Fantazie,Matthew Locke,2E7jdjxDlAnpot37H1fmdV,0.435,0.134,5,-17.238,0,0.0401,0.884,0.728,0.103,0.352,108.739,96867,4,classical
Dream Until the First Rays of Dawn,Dravde,1YrmdTAZdNa2uzxKttTXq6,0.396,0.00929,2,-32.832,1,0.0532,0.994,0.949,0.0795,0.338,70.463,155665,3,classical
"6 Humoresque-Bagatelles, Op. 11, FS 22: IV. Spraellemanden",Carl Nielsen,2UtD2FM8wuJgzGvOxaviht,0.49,0.0764,10,-21.642,0,0.11,0.993,0.92,0.0989,0.262,156.612,47160,4,classical
Honor to Us All,Harry Gregson-Williams,3F9HXdijdjghQ8rlnZ4fqR,0.214,0.0168,5,-30.609,1,0.0403,0.91,0.687,0.142,0.187,61.62,114646,3,classical
"Piano Concerto No. 2 (feat. Jeff Tain Watts, Silvano Monasterios & Chris Smith)",Troy Roberts,1304Brw70MJMGq2l5UZmqv,0.416,0.375,0,-11.391,0,0.0326,0.178,0.000758,0.0946,0.282,110.117,520190,3,classical
Pilgrims On a Long Journey,Cœur De Pirate,3ZuXIVoa0q3D21CJY4ZLjd,0.297,0.18,7,-16.522,0,0.0413,0.993,0.832,0.121,0.177,75.265,211547,4,classical
Symphony No. 5 in C-Sharp Minor: I. Trauermarsch. In gemessenem Schritt. Streng. Wie ein Kondukt,Gustav Mahler,3bj6TOhNXfh7MDqQXRvgWS,0.114,0.0597,1,-22.971,0,0.0457,0.909,0.875,0.0996,0.0493,84.142,790893,3,classical
"12 Concerti grossi, Op.6 - Concerto grosso in Bb major, Op. 6, No. 7: 1. Largo",George Frideric Handel,4OGTVs4LxxryHbBoStJbrQ,0.152,0.0332,4,-25.656,1,0.0384,0.888,0.713,0.112,0.316,79.835,61800,4,classical
"Menuet en Sol Mineur, Transcription de Wilhem Kempff d’après Le Menuet de la Suite en Si Bémol Majeur No. 1, HWV 434, 1er Cahier",George Frideric Handel,27cvNIRYgNqDGki4r49lxF,0.401,0.00611,7,-32.702,0,0.0611,0.995,0.948,0.0637,0.0851,68.54,275640,4,classical
Cello Concerto,Errollyn Wallen,4Hc8OPxqtAhJXqCPn6TB1M,0.252,0.117,9,-21.77,0,0.0422,0.953,0.597,0.154,0.195,104.273,1343947,4,classical
"Piano Sonata No. 20 in A Major, D. 959: II. Andantino",Franz Schubert,2lZ4IicfSIP3e1vwUZ4MQj,0.315,0.0054,11,-26.582,0,0.047,0.984,0.938,0.0842,0.109,68.602,535187,3,classical
Down a Country Lane,Aaron Copland,4Cw6gKuSNwnacI4RxGyGy2,0.0639,0.0555,5,-21.05,1,0.0487,0.989,0.845,0.113,0.0375,70.231,174000,3,classical
Pixaim *: Pixaim,Marco Pereira,6zylp60A7UImVxHtPWQKgq,0.381,0.0722,0,-28.203,1,0.0315,0.991,0.864,0.135,0.314,138.98,201093,4,classical
Concerto for Cello & Wind Band: II. Idylle,Friedrich Gulda,53lNcoa49wX4lmLBw5Sqay,0.154,0.0118,10,-31.067,1,0.0467,0.972,0.847,0.0709,0.0524,80.151,450413,3,classical
Agnus Dei (based on ADAGIO for Strings),John Barry,5c9QyToWOOO41lLcrqUYEF,0.144,0.0323,10,-27.776,0,0.0421,0.991,0.963,0.0839,0.0311,71.095,651093,3,classical
Teardrop,Grantley Marshall,6V9ra6rFWQm08424bSo12Y,0.176,0.0653,0,-23.939,0,0.0422,0.989,0.771,0.0849,0.0385,73.91,272133,3,classical
"Harmonies des bois, Op. 76: 2. Jacqueline’s Tears (Arr. Cello & Orchestra) - Live",Jacques Offenbach,79UIU1K38BjWpHhQbP0w69,0.118,0.104,0,-23.162,1,0.051,0.956,0.91,0.106,0.0401,84.731,429314,4,classical
"Mercure, Scene 1: La nuit",Erik Satie,1VsxTA8He1KckavTf8fNlh,0.143,0.00194,0,-35.355,1,0.045,0.932,0.0318,0.0694,0.0495,139.295,73827,3,classical
Litany of Gathering Up,Nicholas Lens,0e6mn5ubTJCT42DtjM17f5,0.481,0.188,2,-12.515,0,0.0451,0.919,0.00556,0.0882,0.202,129.953,251013,4,classical
Meditation No. 1,Laraaji,3Z9PWaE8d55XcOxEHwx6U8,0.146,0.0615,2,-23.666,1,0.0351,0.994,0.888,0.08,0.0375,138.922,1127173,3,classical
Billie Jean (arr. G. Anderson and E. J. Roe),Anderson & Roe,5sR9Sgl2eAqwoOf8D9hTHr,0.591,0.198,5,-20.874,0,0.0313,0.982,0.869,0.0795,0.484,126.954,286720,4,classical
"Die Zauberflöte, K.620 / Act 2: ""Der Hölle Rache kocht in meinem Herzen""",Wolfgang Amadeus Mozart,3Xi4Hu8BcUNdUBmBjpkh20,0.549,0.108,5,-17.948,1,0.135,0.971,0.0195,0.114,0.265,71.029,174120,4,classical
A Simple Little Lullaby,Eamonn Watt,0If3zfg7N68SAaDgPAQa9l,0.387,0.00487,2,-33.84,1,0.0584,0.996,0.957,0.0883,0.212,70.309,160435,3,classical
Vale,Rick Gallagher Project,66rQOJEJDAxUUdOBxFE8FM,0.454,0.0253,3,-23.251,1,0.0641,0.991,0.938,0.107,0.246,140.14,140288,4,classical
Chorale in E Flat,Rosey Chan,6d9honTj3avriGb2c1wF78,0.562,0.0083,3,-27.997,1,0.278,0.996,0.945,0.102,0.564,76.91,114053,4,classical
Where We're Going,Hans Zimmer,1TBJRUEWgRCKvcaVtojDad,0.119,0.0231,5,-23.521,1,0.0483,0.866,0.944,0.371,0.0268,96.052,461269,3,classical
I giorni,Ludovico Einaudi,46g8ENyqfzLrkbr88aoVMG,0.27,0.0852,2,-25.521,1,0.0528,0.988,0.918,0.107,0.0772,135.749,359213,3,classical
The Departure,Max Richter,2ScOfiTWqJRG0kmbNpnynH,0.162,0.0189,0,-26.534,0,0.0365,0.994,0.901,0.0949,0.04,62.245,151280,4,classical
"The Planets, Op.32: 2. Venus, the Bringer of Peace",Gustav Holst,3JmjTLthOqLVNtu5KUUDAn,0.112,0.00391,8,-36.95,1,0.0435,0.925,0.795,0.204,0.0277,94.161,576750,1,classical
Che si può fare?,Barbara Strozzi,4gPmpIhs9YGcJpfOk99OBS,0.333,0.106,4,-19.16,0,0.0444,0.964,0.000819,0.121,0.203,112.205,263800,3,classical
"Ständchen in D Minor (After Schubert), S. 560",Franz Liszt,3GecLjGMqzjmgkvy2v41Wf,0.341,0.0142,2,-28.293,1,0.0388,0.993,0.921,0.113,0.0384,76.382,357747,1,classical
"Violin Concerto in D Minor, Op. 56: II. Romanze: Andantino espressivo",Niels Gade,3O6LOcVjR4tS7O9VQOF0p2,0.171,0.0619,10,-24.658,1,0.0434,0.931,0.113,0.111,0.0434,80.104,445053,3,classical
Es,Hideyuki Hashimoto,0MgO8jBw4PScHUQbR4ZxeF,0.442,0.0636,2,-30.527,1,0.0313,0.991,0.948,0.112,0.23,71.681,133609,4,classical
Die Nacht (Arr. for Cello and Guitar by Anja Lechner and Pablo Márquez),Franz Schubert,5s8B58Hj2GlkAoo5V658bU,0.163,0.0366,7,-27.021,1,0.0451,0.98,0.912,0.0908,0.17,84.642,143267,3,classical
Wiegenlied (Arr. Lloyd Webber/Lenehan),Antonín Dvořák,3HPHusaX4GcFEy29oyuWib,0.131,0.0302,6,-28.133,1,0.0498,0.993,0.957,0.173,0.0597,81.975,108000,4,classical
Deux Pensées,Darker In Vine,4jgazYikKO5Xhctuhc0snS,0.137,0.0704,10,-22.206,1,0.0429,0.99,0.98,0.0998,0.0379,90.407,169366,4,classical
Legend of Zelda: Suite,Koji Kondo,5VuHhNAOSsCxF6ltddkEUm,0.221,0.368,7,-11.84,0,0.0381,0.837,0.812,0.0884,0.0586,107.637,261169,4,classical
"Tahiti Trot, Op. 16 (After V. Youmans's ""Tea for Two"")",Dmitri Shostakovich,1uARLLfeQPlBf1jSN4P0yK,0.291,0.0981,8,-23.156,1,0.0398,0.95,0.865,0.275,0.194,138.168,249640,4,classical
Toss A Coin To Your Witcher,Sonya Belousova,7iQM9DQUFKUSNjVt8GQZV2,0.469,0.425,5,-9.474,0,0.0304,0.92,6.41e-05,0.144,0.481,103.128,190307,4,classical
"Violin Partita No. 2 in D Minor, BWV 1004: IV. Gigue",Johann Sebastian Bach,7fU4nXyrATeFtNvE1KY7tf,0.483,0.129,2,-24.051,0,0.0793,0.988,0.627,0.114,0.927,120.997,245360,3,classical
Holm Sound,Erland Cooper,7vvqiqB4O7nPXWxiehIH9l,0.305,0.0501,0,-28.268,1,0.0413,0.967,0.88,0.0877,0.166,180.996,175909,3,classical
"Schoenberg: 5 Orchestral Pieces, Op. 16: No. 3 Farben (Colours)",Arnold Schoenberg,2XNwnFrdMDpismp0VUZ7cU,0.0596,0.00093,9,-42.959,1,0.0434,0.951,0.969,0.0772,0.0344,71.573,238187,3,classical
"Schubert: Winterreise, Op. 89, D. 911: No. 1, Gute Nacht",Franz Schubert,2ooooGRWjUnoqhQNbQAe28,0.363,0.0245,0,-28.65,0,0.0427,0.99,8.34e-05,0.0659,0.103,105.436,346093,4,classical
Harmonielehre: Part I,John Adams,7vsIH9niRFKlFbDyQbl4SG,0.245,0.248,2,-17.611,0,0.043,0.806,0.899,0.0797,0.0358,122.606,1043344,3,classical
"Kullervo, Op. 61: Act I Scene 2: Mina tahdon olla tuoksuva ja lammin kuin nuori leipa (Smith's Young Wife)",Aulis Sallinen,11jAVzBi6jVe6iLhl0vzLk,0.243,0.0181,8,-30.389,1,0.0455,0.927,8.57e-06,0.106,0.0343,78.853,186293,4,classical
